,0,1,2,3,4
0,0.0,0.8166467547416687,0.06399127095937729,0.11551174521446228,0.0
1,0.0,0.099645234644413,0.0,0.06226059049367905,0.8341811895370483
2,0.0,0.7826690077781677,0.0,0.08623895049095154,0.12612003087997437
3,0.0,0.2800394892692566,0.028042491525411606,0.6859557032585144,0.0
4,0.0,0.0,0.0,0.9943581819534302,0.0
5,0.0,0.9852746725082397,0.0,0.0,0.0
6,0.0,0.0,0.9909965395927429,0.0,0.0
7,0.11088749021291733,0.0,0.0,0.0,0.8831547498703003
8,0.0,0.5220472812652588,0.0,0.46140414476394653,0.0
9,0.0,0.20047828555107117,0.20035721361637115,0.5139431953430176,0.08218429237604141
10,0.1777327060699463,0.13985788822174072,0.0,0.6788536906242371,0.0
11,0.0,0.0,0.9042642712593079,0.08711714297533035,0.0
12,0.5451000928878784,0.0,0.018804948776960373,0.3305240869522095,0.10373140126466751
13,0.0,0.6157973408699036,0.0,0.3786572217941284,0.0
14,0.0,0.9036083221435547,0.0,0.07166092097759247,0.0
15,0.0,0.0,0.0,0.991405725479126,0.0
16,0.0,0.9839041829109192,0.0,0.0,0.0
17,0.1103210300207138,0.31158891320228577,0.35065051913261414,0.0,0.2218789905309677
18,0.05606243759393692,0.0,0.0,0.703522801399231,0.23589125275611877
19,0.3983613848686218,0.0,0.0,0.13076643645763397,0.4668636918067932
20,0.0,0.7958835959434509,0.0,0.19592630863189697,0.0
21,0.0,0.2525482773780823,0.0,0.5367941856384277,0.2067122459411621
22,0.021530719473958015,0.16397202014923096,0.8113337755203247,0.0,0.0
23,0.0,0.0,0.0,0.0,0.9802325963973999
24,0.04797050356864929,0.04887663200497627,0.09988003969192505,0.8008542060852051,0.0
25,0.0,0.0,0.7251120805740356,0.2450103759765625,0.026932867243885994
26,0.26597604155540466,0.6210660934448242,0.013139404356479645,0.09770583361387253,0.0
27,0.24082477390766144,0.0,0.0,0.0,0.7538982033729553
28,0.0,0.805993378162384,0.15722684562206268,0.0,0.032229773700237274
29,0.0,0.0,0.9476922750473022,0.04723447933793068,0.0
30,0.5000600218772888,0.0,0.019483063369989395,0.37737762928009033,0.10069014132022858
31,0.1813088357448578,0.2300390601158142,0.0,0.17979763448238373,0.4059051275253296
